"rho","rho_hat","sigma_hat","MrRCE","OLS","Ridge","GroupLasso","MRCE"
0,0.0667294658092007,0.966744138113812,0.572763391848379,0.597117038721243,0.571519817721561,0.565872918832919,0.490094002366407
0.2,0.23613245250926,1.08311928713229,0.806163741917862,0.832641918888904,0.798520747635787,0.787237093893241,0.834774340616117
0.4,0.285962103285723,0.797288206420659,0.331601659783338,0.338367551432879,0.341195177824144,0.361612427527676,0.328930244607225
0.6,0.673618753846819,1.0978187457634,0.487413663541884,0.490431517228977,0.488448225548329,0.489058337700293,0.488214412790094
0.8,0.803370896334855,0.876044722717185,0.51588048390473,0.551064793457129,0.5451168901119,0.603599959953348,0.594723479464497
0,0.0231029975299897,1.03832913082972,0.737279961154768,0.769467582533086,0.737540266448095,0.730536071128457,0.72456262197123
0.2,0.315464157302358,1.02315323074076,0.726435488434684,0.76787144905079,0.736121457914206,0.739463161444066,0.681391353379241
0.4,0.463289758971529,0.977248058959241,0.434508084929714,0.449480094046343,0.442360867349457,0.445151911860646,0.454415597258379
0.6,0.575364508744233,0.956180744744128,0.654749724383775,0.681441631172783,0.654433397657261,0.668318575159368,0.660531009466144
0.8,0.802975942275436,1.01158024267501,0.653142176777707,0.716027557221467,0.689938708156515,0.683252324475011,0.614311511171545
0,0,0.952053098508288,0.627725933699451,0.661277487578778,0.629390202507285,0.622354157418109,0.577560882013029
0.2,0.209414488860916,0.879506268413072,0.58806884608382,0.601680438687837,0.596360141067561,0.619936182279568,0.630467852130549
0.4,0.445322857188015,0.931836171610841,0.794835188845867,0.772978594219254,0.774111138826401,0.824947571795258,0.802758578702642
0.6,0.329782364611754,0.791544646607535,0.572978560939892,0.544534106883719,0.556334067924063,0.554547703065574,0.616365060863105
0.8,0.814410288621154,1.023493976224,0.604185289563588,0.630408893228261,0.604300358423788,0.57229240544385,0.517495403119843
0,0,1.05877417926427,0.708461652219544,0.698462691152849,0.709548082605406,0.733226438503348,0.779867602235026
0.2,0.123811368088336,0.922163440383776,0.464238580258446,0.472183429178102,0.460275601202405,0.457653533180624,0.391599477156356
0.4,0.363128692217967,0.970278326295229,0.597239600084183,0.575520888102019,0.569151105574904,0.623613814768702,0.639671798667471
0.6,0.460875052476114,0.876924002003432,0.451703029469598,0.440128988411657,0.433954467841954,0.440797368034752,0.438834779320394
0.8,0.802288197156044,0.944142832936266,0.584085836582676,0.621432000157272,0.630882659524506,0.730269153816011,0.638432099409574
0,0,1.09506226037811,0.482387002573505,0.497922586683317,0.481911084898467,0.494638373844006,0.503603674339579
0.2,0.156378318179497,1.11020343974937,0.412016898224352,0.432004480426041,0.406847091300908,0.422524740140539,0.43313957323431
0.4,0.36209953676275,1.05865805089153,0.535187850278676,0.542867732957767,0.545451607180759,0.548061238367822,0.53798373274741
0.6,0.590053996536485,0.916985510309478,0.445082860445066,0.507119922563794,0.483845702834233,0.454125992960173,0.471331241450724
0.8,0.789754995492006,0.989768553549015,0.456696028459915,0.558780921113081,0.505778929951461,0.472289190054131,0.553891591372447
0,0.113776182199644,0.991109762731599,0.54728189229927,0.538873317476853,0.550537338285793,0.561029411075117,0.549550483263681
0.2,0.288781577336526,0.959039977399335,0.601681789247873,0.609195268632558,0.601902497593509,0.607338256243967,0.61032015513916
0.4,0.371546899337282,1.14086685643438,0.508070341658329,0.538490486978512,0.530169307676853,0.514811462921801,0.55835306598578
0.6,0.381063450994838,0.748739927879765,0.567698799062987,0.597387033573076,0.58570585031504,0.578170653164358,0.642906705039846
0.8,0.677791398170359,0.829995696830529,0.481655822981435,0.528022884448108,0.512328339613323,0.50053064827661,0.52514297260794
0,0,1.00004850416393,0.80417024047563,0.793508625673339,0.805349381689669,0.792506537438966,0.748330556197634
0.2,0.226492799518457,1.06145980570269,0.523358023301801,0.559995381361691,0.524393388355194,0.517514794303563,0.556290810315976
0.4,0.278353568131327,0.880349232981606,0.541843826275963,0.534603654761659,0.509112883175759,0.504419330643401,0.518514952185554
0.6,0.543070576956298,0.869042876065626,0.535445846941531,0.515300708847525,0.522935531491792,0.512718345642324,0.517589316283637
0.8,0.773383499941111,0.948335609286758,0.443503816842082,0.48320239746081,0.489380267647962,0.491533356031437,0.60750243591149
