"GroupLasso","MrRCE","OLS","Ridge","rho","rho_hat","sigma_hat","MRCE"
3.09286528509349,3.50903149486882,3.07961132420768,3.49883858591133,0,0.00134592750507399,0.982434266699285,2.73136266991442
3.00061594842151,2.35936090725101,3.50121182700065,2.91000413517748,0.2,0.0941569642628334,0.840030174302115,2.31056395229585
2.09171614146742,1.69763859065535,2.30019437863639,2.06399856186114,0.4,0.27953154951772,1.06315317962767,3.38924824525884
1.76381871859894,1.54930895213926,2.28803734460003,2.04123125018459,0.6,0.706512838393543,1.08510993832217,2.19528495853022
2.87473994350037,2.10903744436645,2.82081598018719,2.85970688251198,0.8,0.87122736814185,1.12696298575245,2.40228422567738
2.65633838742911,2.3218918433823,3.01103876010117,2.62292760077394,0,0.06510124881114,0.907436941656468,3.0630488017594
3.8211622295876,2.72168598243058,3.6991531549474,3.32632557518485,0.2,0.332623814463617,1.10889971491482,2.26128469725432
2.42389261744091,2.66562420806541,2.65386597625427,2.40685296444205,0.4,0.521860169715176,1.12119289314813,4.50844501686401
2.82117304623965,2.39033875606022,3.29994313739143,2.87459052266702,0.6,0.38962528084772,0.855725045276924,1.86586212024478
2.29571108666364,1.79664820515797,2.15246541344097,2.01749705123589,0.8,0.766775915073651,0.963413848465937,4.86176183056239
3.17349548428906,2.01682202247999,2.12559870344146,2.02458004031456,0,0,0.981690347029094,3.16760981416478
3.01680530232063,2.64301327022454,2.68424192664595,2.67019588629127,0.2,0.28582954759486,0.919741869688166,1.88825855102864
2.66133672668415,2.03471582429978,2.7415721755224,2.5423928789121,0.4,0.431232630515219,1.11859684309544,4.1525048228146
2.87308988399103,2.90081903352,3.38196846948159,2.95285092586747,0.6,0.562478571731027,0.95745700526389,2.30252483324424
3.12154051992194,1.65402116658744,3.87661948261463,3.05125219236143,0.8,0.831179574633687,1.12591702699526,4.04695138721824
2.44281922820219,2.2490120062688,2.64735152838838,2.55602702640069,0,0,1.04202365727211,2.62909374510416
3.10073659625119,2.69967430409799,3.17581758863755,3.06188424424278,0.2,0.162656938553907,1.04221021648903,3.16909212044926
3.13817810901086,2.58752481960284,4.0752000538965,3.0618196500291,0.4,0.439490792333576,1.03130994952639,3.66068928890862
3.48794252031204,2.03568972609761,4.24051242331471,3.66826289954908,0.6,0.570544873838759,1.04462973969059,4.08630051905688
2.47557996878835,1.74823353861978,3.28872151555281,2.61641335645908,0.8,0.749162061108923,0.987969275242373,2.52979050971276
4.44031827156986,3.11089257924348,4.8674099922094,3.93497487695075,0,0.037303980795912,1.18148271452165,4.41503721427151
2.29157383519413,1.64831293425116,2.74209949091046,2.61432544746121,0.2,0.192498849037582,0.954617763064813,2.43858054576566
1.82037110121415,1.63479672903009,2.25173232494011,1.93421660256039,0.4,0.578404730586657,1.15756338439474,3.21592737719353
3.91868100838884,2.12933728785054,6.3080680379046,4.19376825464388,0.6,0.713578211666947,1.08678815812384,3.24379416016734
2.44578756863282,1.32308437167241,2.22401304053954,1.99091928290506,0.8,0.695335511729694,0.946741226230338,3.00133614989867
2.08447334359244,1.73247894560482,2.73090531433054,2.16731906977549,0,0,1.06708826534359,3.17183478114903
2.99371625788144,2.16963820236253,3.41837352704982,2.81656452884103,0.2,0.190667935056989,0.98723712794038,3.8780334803468
4.81627651377987,2.90253818325114,3.77840948257906,3.2358018466901,0.4,0.358392577043247,0.909868355181194,3.42049159434397
2.75828930903343,2.13203776743839,3.46874260538879,2.82850640982948,0.6,0.581623209724175,0.911960175308299,4.73504126338772
2.67333871415521,1.89824477596992,2.99813136378499,2.81244454460321,0.8,0.84145997179147,0.953977541447004,3.30244293769044
4.95564190280723,4.18747734696957,5.28910097116267,4.74078893015741,0,0,1.10585581010488,2.86238110653773
2.8313311956406,2.60427536012218,3.02807730945615,2.70474220679006,0.2,0.279070538821043,1.03603527286239,2.08333736982517
5.80641468341259,4.74394842662864,8.22391253515723,6.49600483870966,0.4,0.500334160289167,1.07702244982116,3.43245881367916
2.83993325164544,1.5791190756074,4.40250037836354,3.10063838017421,0.6,0.603533212886209,1.00941561613828,1.65311864800143
2.38948396172622,1.29023825826509,3.86637072168287,2.74131068082752,0.8,0.748773879532205,0.901940795084867,2.15898793703747
2.17483330781642,1.90100839214507,3.03064578069794,2.23044947550144,0,0,0.972255391575012,2.7769965918349
2.18049157407655,2.49146696835599,2.13266528519523,2.1627158887176,0.2,0.134557868394483,0.759103618035181,2.98145482848157
3.50473997346535,3.42981562543473,3.89870848339552,3.45655504610424,0.4,0.510689942682277,1.03787068103409,3.91996056354579
2.73885536488415,2.09610873116322,3.10073453710176,2.8401224782113,0.6,0.704014955566741,1.16336099949135,2.37778717343235
2.72961502640985,1.88415797114749,2.9293508020916,2.71792832279058,0.8,0.858243396254505,0.983666458297349,2.32296951606163
2.24337577226665,2.1029248490882,2.34602865812467,2.30867421891701,0,0,1.10615983805766,3.0437453136307
3.61465480208452,2.48597297182012,3.825272647105,3.05272358760369,0.2,0.00757341447140353,1.04460298755434,2.6574112309018
2.66405860759826,1.82270375970145,2.81718323568238,2.28855325334266,0.4,0.432128973335156,1.03597159847055,3.05756464086511
2.52137902456921,1.5968413320186,1.95798230009522,1.93429125382274,0.6,0.513438082971797,0.871505177729125,2.42724454359979
3.3116850734929,1.85500658805254,3.73435430514657,3.60848549933483,0.8,0.766515961645283,0.936365342717327,2.38444626279694
3.16454099736491,2.41371759231193,4.2656092897158,3.31473520045743,0,0.0120028642724571,1.07473646255583,4.50936572061839
3.56491665038732,2.88141100157994,4.17918676405835,3.27830194118601,0.2,0.203453630020408,1.05008940060927,2.51431911411937
2.2161392679415,2.12793569685101,2.2237812335315,2.17722890677167,0.4,0.260016739343297,1.04448539934965,1.83312424066529
2.26108913483494,1.94560452754755,3.53136110636106,2.4395069827304,0.6,0.533683923168588,1.00189427953338,3.40633588106414
2.6836267707828,2.1232926745871,3.2154737536453,2.71692552460158,0.8,0.761349105149107,0.94292583905314,2.47959264666701
3.43239495072036,3.10623927180034,3.398646342814,3.26898641138354,0,0,1.01084938015871,3.449884340506
2.6139536175942,1.94666933519674,2.8109428169973,2.39038705214939,0.2,0.322866871348713,0.982888070104221,5.49789195824856
3.56971267008135,3.53152426037549,3.92079944537377,3.80160869115643,0.4,0.424658736557726,1.11410570850555,3.13577612431128
3.00970905604364,1.98776423917014,3.33363298585609,2.76839913683845,0.6,0.754255902031015,1.10740330780169,2.12458548526902
2.87257714647905,1.90312954656481,3.03060032586451,3.14647984622722,0.8,0.8373542460446,1.12987083134587,3.75492655224231
2.88758926086384,2.96001506769267,3.0567483896825,2.83139687820116,0,0.0125866622100694,0.967477777553237,1.7517262721249
3.00561476025144,2.2337132233998,3.11515115920141,2.78988432750031,0.2,0.253264381243838,1.03027955214002,2.40305526016232
3.72331593537997,3.33188290621726,3.84700240050862,3.75900198679246,0.4,0.308092924543693,0.951059311559583,3.87316783195631
3.65486978578732,2.63398201079772,3.83248433282667,3.32444555661475,0.6,0.6152530092575,0.967729724859526,2.99546768381275
2.56785245635633,1.84723316585999,3.18809857529913,2.57758168929559,0.8,0.7702981716001,0.918072573966752,2.30120010650823
5.23899105789947,3.32610135268959,6.03341726133344,4.57628719779418,0,0,1.01621800289747,3.03664767370623
2.84741291691214,2.51111647087315,3.0142687104714,2.8084993864308,0.2,0.113119301947815,1.01158364758166,4.02151734800309
3.16841914405587,2.53568838140534,3.43510114006962,3.08188096677706,0.4,0.287103266426475,0.968000513106421,2.74359867143648
4.9654102891359,2.98268254804072,8.01468461934944,5.16771680864811,0.6,0.442068232901022,0.796883084516809,2.8891899074721
2.49190512100499,1.55260791510338,2.96076644312224,2.44680813478491,0.8,0.69968304485945,0.892081957128483,2.58819213206816
2.61444609223493,2.32242004428189,3.04467090306269,2.57634460977522,0,0.0754347937395795,1.01723851553069,5.72247685725994
3.52859204503611,2.82477707158376,3.54718993708871,3.49438344266185,0.2,0.108047966189514,0.960934815208288,2.96757682090816
2.18986741540199,1.84684840240258,2.25303398858446,2.19550313989951,0.4,0.45695543749453,0.977990257658475,4.54399541796089
3.11611588071552,1.97315799758183,3.70095141610991,3.14630046640528,0.6,0.575540277379533,0.820548561283876,3.37681178015608
3.42623162523296,2.03088729960913,2.6188103188917,2.37587899643216,0.8,0.79410923355075,0.942456932362468,3.52190853256766
3.11625588620856,2.2968859236515,3.79401115711567,2.94070688512657,0,0.0661762434722458,1.07182918096822,2.40719567644517
3.9432175720442,3.26450361521972,4.02423643349247,3.82218047534153,0.2,0.138286143091092,1.07357479056633,3.11395828358591
1.58929647678628,1.40403142248082,1.93059413032297,1.45010526840783,0.4,0.285409432737327,0.936860475284186,2.96522606029069
3.38160141996977,1.66978999284883,4.78168056717352,4.39262825931632,0.6,0.60469010950945,1.06346860524142,4.49757413868406
2.68928802073407,1.95341648399674,2.5288366890978,2.7969553261774,0.8,0.800937366827938,0.931822690815378,3.25215376998919
3.82277789617331,3.53135376778455,4.05700712529895,3.7277827108401,0,0,0.887265136897111,2.3986579578806
