"GroupLasso","MrRCE","OLS","Ridge","rho","rho_hat","sigma_hat","MRCE"
2.3228189321521,2.56599868456082,2.83237324125576,2.35326056440962,0,0.0638017442597404,0.60015070952469,2.57317872158257
3.54466758003961,3.83384523249162,4.63761798025312,4.00359516491094,0.2,0,0.582398698029217,3.48533037671206
2.94623845506712,2.78536788870879,3.45745099508652,2.93205737568638,0.4,0.380995673691734,0.832847631858984,2.7894120157757
2.28488686631605,2.20052473820641,3.00774891927684,2.39754121393857,0.6,0.572523816257826,0.698301754097898,3.13304262998133
2.31845656893005,1.84680813776333,3.1504604450788,2.29041824040294,0.8,0.715691387741852,0.602309189185331,3.65201105788031
2.95891600596335,2.18013995796445,2.99976231401663,3.4666833100325,0,0.0178437997865332,0.626959554404841,2.23829607943728
2.38048324097619,2.3770973477935,3.33550741018687,2.61291329246685,0.2,0.0619806440954449,0.667086902713141,3.9325449549444
4.73434121293223,2.88552565796505,2.94483408656588,2.96148017109271,0.4,0.239434844238981,0.655345873854392,3.27092290979836
3.33973813913339,3.43237598313902,5.13643903930305,4.01439423238242,0.6,0.377659629149837,0.731534820515535,3.6310584631689
2.84050318817575,2.51866753898376,3.67132683542809,3.10285262966346,0.8,0.526521215578669,0.679894447731194,3.56275478690769
2.13100955920589,2.24762259167621,2.32673773103226,2.0745262215886,0,0,0.680234850710958,2.78804273239927
2.66676014512152,2.63231541202928,3.69004238385023,2.77633124011372,0.2,0.0494374111024297,0.67750583518616,2.65686862434942
3.00890078599144,3.25602689532395,3.58271743280123,3.22322428207723,0.4,0.308837274229476,0.710910521915642,2.83500834030655
2.45565361694651,2.55772090470171,5.11515674207433,3.52970176536143,0.6,0.284747936006268,0.589935329748735,2.21502201693405
2.38101018922001,2.57613172026025,3.36671114657504,2.78006029917218,0.8,0.721045316809412,0.719350813812957,3.54419760165932
1.99750402841086,2.35640202058019,3.29433660659871,2.47046440592968,0,0,0.74382958845306,3.06526960018698
2.35990207635614,2.33874155736292,2.95334273129765,2.43323790203566,0.2,0.280649860219657,0.68092399445096,2.16906095971372
2.68544710280756,2.26067724716694,2.82694224965977,2.3827948486387,0.4,0.363786828595681,0.676295493227472,3.19805321446493
2.04016875277078,2.02351356753401,3.78444290333194,2.60159384140679,0.6,0.701939051747039,0.692351687410691,3.17308158369234
2.42021283990246,2.2620825704648,3.37689787682737,2.71078253693608,0.8,0.743660852283294,0.708876231408671,3.45682186899423
2.30652643653516,2.594115764574,3.44717039307671,2.53041547086199,0,0.108189026654478,0.67168269252656,3.14434326782398
2.96734191514788,2.46676178342009,3.24069801826959,2.68616611114542,0.2,0.152826993911323,0.771863955155144,3.15640947408357
3.57155715470384,3.62726589478721,3.81178108966974,3.47759190383337,0.4,0.237330224912737,0.618539838201035,2.7502968911213
2.33116762984134,2.44133435966845,4.26810006880502,3.08803175936059,0.6,0.342817178056379,0.676285224580243,2.47951581861668
2.13693792785395,1.95860946880177,3.41087623919305,2.35049834318068,0.8,0.64163746613738,0.576439467840394,2.84201337171501
2.5811044582631,2.67936160147422,3.54771095333463,2.78557210718343,0,0.0614967991604101,0.635001927462644,3.03429671034122
2.59761284420324,2.59492281002321,2.9144455321848,2.52058578952897,0.2,0.207512292371463,0.750851405023172,2.57716698242648
2.93040525534907,2.33877637504234,3.26679666655739,2.60987460798681,0.4,0.223137623607321,0.733926303363202,3.4144526550949
2.38668886282644,2.25162592736265,3.95898298241658,2.86715323524903,0.6,0.425392932384858,0.621133627568764,2.97286452953693
2.4622314647772,2.02883103195152,4.28347491180973,3.1280346130456,0.8,0.660693725721067,0.718386109296002,3.07576161386638
2.67277686535707,2.79039619176168,3.279858464754,2.86789304543518,0,0.0106061257258702,0.672312283377447,3.17482423707822
2.84816962006252,2.89563357811871,4.4263474098539,3.26974663511542,0.2,0.00578682189262399,0.676502993498392,4.01686199485603
2.3820827137242,2.12603463686104,2.71387087288636,2.23872270996397,0.4,0.245843103617893,0.665274326968354,3.24255453271368
3.00444646448538,2.57892056346799,3.50164068765583,2.9218116036089,0.6,0.501641171808777,0.757466893150628,2.8274438204202
1.93461747071793,1.60845080817526,4.10205019975733,2.95031802105389,0.8,0.626249920235618,0.534581127488356,3.09599706575198
2.33457372398824,2.73287646200168,2.39880028415113,2.12198265258965,0,0.154088001922498,0.480503912028545,2.23443381189338
2.65601885119664,2.84415985428798,3.14568376579313,2.74222025964084,0.2,0.207607528970717,0.552967013174439,3.40867383406677
2.34241973220529,2.15084263268429,3.43052468642755,2.3570045689439,0.4,0.181556389443317,0.602401667836028,2.89082643102527
2.64636358154376,1.80897845471112,1.9445029175308,2.83212801593251,0.6,0.386434774866666,0.561642880297245,2.34221685116053
2.22303071238783,2.38349464337356,3.09633800278386,2.50219327019796,0.8,0.581851008448494,0.651840356827389,4.22317155299776
2.30680271086248,2.442091609664,3.56808485619445,2.50476238524601,0,0,0.799783339177635,2.75627269763433
2.42238557310574,2.72808908692818,4.39080894637727,3.23521910007759,0.2,0.0740687623660913,0.648955381228374,2.55861536786709
2.54217931661304,2.13558616713903,2.31601624601542,2.05877181657639,0.4,0.219942697261458,0.666168216723572,3.53077097209081
3.01710640174109,2.57701442003572,4.2830084483896,3.35339774761483,0.6,0.495519164917998,0.66790420868312,2.98724827898933
2.04804790158496,1.79989620945739,2.39801701707533,2.00066364244495,0.8,0.68289556992604,0.749936574522004,3.23589153444301
2.55383093262497,2.81745545640689,3.98736509848311,2.98488852734712,0,0,0.628456712043945,4.32478373970399
