"rho","rho_hat","sigma_hat","MrRCE","OLS","Ridge","GroupLasso","MRCE"
0,0.0317665089589203,1.03357992092947,0.772008156841514,0.820780544447407,0.77386516890138,0.766429155995246,0.806017374665193
0.2,0.442577964517505,1.15684153923269,0.776649474692096,0.774554495329145,0.774753696196513,0.784359117211798,0.764599862545182
0.4,0.349818441977807,1.02215019082658,0.790902205286761,0.809517027332059,0.826087453722115,0.87136398767563,0.81120939875893
0.6,0.383621842910995,0.950017242677469,0.810092842889146,0.820585718189399,0.797518867974245,0.806578135106653,0.79861502234122
0.8,0.766575548961646,0.885542810208492,0.890010484566468,0.918353832385024,0.904024069455091,0.909922494407339,0.926390282821899
0,0.0135222062188714,0.935918830245617,0.769199622107353,0.759812273722221,0.761094746100541,0.763592342922752,0.774007086113574
0.2,0.359486580577361,1.01923329415226,0.610574427303265,0.640293024095735,0.633285348343646,0.632365265395367,0.676651880829468
0.4,0.219516270427311,0.952529441112003,0.449067098840514,0.501772836416529,0.46006916295357,0.46383894285837,0.450170740766924
0.6,0.642096026248402,1.05038175426157,0.534847023138397,0.50076367796681,0.530414256858558,0.580832459910329,0.616288310646037
0.8,0.782229337881596,0.938831441742096,0.571154791860872,0.606458066792313,0.592803169945445,0.585582867326744,0.612967230392364
0,0.0302703831203628,1.00202737163215,0.437334023238284,0.498592660656719,0.452377417298339,0.448544179533824,0.448273015823102
0.2,0.110179177685996,0.947442384809647,1.05011499925372,1.04084383822625,1.0385595394005,1.04275504804785,0.978042344390591
0.4,0.359864296479446,1.01660396684653,0.468502731142269,0.552671187456557,0.521980544808308,0.531685692468704,0.466461695501624
0.6,0.499168098023961,0.885861932232286,0.61143697944572,0.695634961823521,0.671205188749179,0.689448317753624,0.738804708401625
0.8,0.875238613882984,1.04423003554634,0.412392403762963,0.502674267061741,0.475593610056337,0.51642091373156,0.528279164500157
0,0,1.05900143848261,0.789313886383508,0.847251596096958,0.801163709558078,0.808417246229485,0.802566506172865
0.2,0.260707678996139,0.996972018085311,1.06330664741384,1.04654849544182,1.07674769358783,1.1146869664211,1.06688248469955
0.4,0.207160696954484,0.833936774630842,0.787286223525538,0.82208847603442,0.788755123833533,0.79208394004131,0.794457233467661
0.6,0.521061961595574,0.986589669393706,0.7507705321876,0.856512497060173,0.794037602385507,0.781064689696101,0.576994095634249
0.8,0.812552073064121,0.944523457976592,0.588032297746631,0.638943243342429,0.598710138834088,0.603950947487952,0.566630556816245
0,0.0563221980372247,0.986385273306385,0.85705650268868,0.854576769061177,0.856431296153872,0.897137741029791,1.02081097264773
0.2,0.219218635419138,0.894412368729993,0.642114531178407,0.66994520267542,0.643801571407726,0.635437637502998,0.780502590986572
0.4,0.455976544499001,0.951802151009551,0.692450216791587,0.680493274163924,0.721617219217688,0.79042916023389,0.76789574197062
0.6,0.643341454831189,0.981175299009252,0.528489292701138,0.51915378223786,0.51197596003243,0.515873029849966,0.622830802412177
0.8,0.818266075756439,1.03520974906366,0.714802368565647,0.746454111276479,0.729854669910789,0.732244722239909,0.67294156729623
0,0.0295906417879852,1.07100930664301,0.640547536168754,0.681310834038283,0.675000099992328,0.689392625029975,0.643206976946085
0.2,0.129594855392617,0.85736686321493,0.780342631105531,0.802069525663285,0.784181533752925,0.818338982472148,0.715551793830724
0.4,0.445854008617084,1.11978936516571,0.739132532937235,0.815688989112499,0.736435535137539,0.761124823257069,0.84690432470319
0.6,0.585818615714148,0.974109550104712,0.830813392034514,0.94615548914387,0.916804870537955,0.909879391510977,0.899182035653342
0.8,0.86115996128818,1.14966048624535,0.695556439306721,0.775905049643135,0.740493596689884,0.74507101348478,0.749122478228783
0,0,1.00019440311898,0.681425402033685,0.711969995474911,0.678365575731594,0.671975474717868,0.573791689398674
0.2,0.137302528613647,0.958538398997677,0.7201455828286,0.781014689864901,0.756631735958101,0.765004048665594,0.821626202050142
0.4,0.400475004196615,0.946808536594543,1.01708849803771,1.09750958907859,1.06005239527096,1.0456068235217,0.903729268902665
0.6,0.656805891446488,1.13306266724253,0.756911317543141,0.772330736863813,0.769489015753814,0.774304955053618,0.786406986414741
0.8,0.820195588572219,1.0196232004285,1.0676972070338,1.12789610850032,1.10234566717506,1.07603759446999,1.13071022263985
0,0.0611077011500124,0.890941284976943,0.92758736760626,0.976872009790287,0.954360172878886,0.971123649328949,0.945767475078273
0.2,0.234999485262787,0.897495978123987,0.823189213841861,0.892611960116382,0.840515475483397,0.840919754117824,0.862560157983743
0.4,0.269750416114709,0.917072646211856,0.991346478097393,1.0561636767776,1.0051908716306,0.971294633819941,0.956154268698087
0.6,0.533942337154875,0.811689520243091,1.04134102544167,1.07631956706276,1.03924875714381,1.05027996158551,1.07314371526706
0.8,0.821427247155934,1.10220309455832,0.500425438186673,0.564172399536561,0.542520364703197,0.509983231122334,0.499699129609459
0,0.0782235306606848,1.02235242593704,0.866812490455057,0.945702772119297,0.864130363998841,0.852270835475067,0.854116446483655
0.2,0.308124499496724,0.9706764391701,0.792335014008191,0.844060208524866,0.825513680321708,0.855616664797051,0.823637638780259
0.4,0.466253755493757,0.961850178969805,0.837443049700766,0.866146620595385,0.862953024968641,0.856246688295384,0.873952027252303
0.6,0.630698084088617,1.07504994683665,1.04527782792424,1.13119706134157,1.10667354353526,1.09043943861232,1.10026718671754
0.8,0.911668562930504,1.28065847908802,0.524813819844355,0.544826411782524,0.536132306278205,0.474205770778477,0.540858822551128
0,0,1.00038322512676,1.17861202575209,1.23195086154891,1.18163655935678,1.20198760094503,1.16113922792815
0.2,0.111286149962794,1.0421760494466,0.499853125185447,0.499765717206328,0.505079468123723,0.529791213185042,0.545643160203776
0.4,0.394790823977616,0.924124957509106,0.450348570545016,0.437117658961819,0.445838624054156,0.455133476474851,0.454982529759732
0.6,0.51599984379601,0.995283868538429,0.819296840272587,0.843373792231457,0.817866391049368,0.843003767102982,0.891250782071083
0.8,0.774597865637987,0.913473483871042,0.864676076978333,0.942699023413186,0.883865514387797,0.882364994147747,0.880857610000178
0,0.0257611529393476,0.812986253898304,0.81223846911943,0.800283370461169,0.801358007385059,0.818962928983527,0.912899009047615
0.2,0.161012417173352,0.920964547143006,0.690427868185828,0.705572328122428,0.695557794112066,0.730045131572937,0.802213144831317
0.4,0.267101950181963,0.968484835078122,0.690129535372476,0.636597313796307,0.674986881272662,0.767823406620092,0.649956294728829
0.6,0.703980785710688,1.09212221388597,0.640219742515245,0.652718326396171,0.632598428741048,0.657649724193459,0.600032940202707
0.8,0.860757628812709,1.0084779994636,0.66143374853368,0.631887628329139,0.613737697117638,0.601235864708649,0.634067523452577
0,0,1.02856100974379,0.736594074611932,0.745727092217426,0.736840495216486,0.743482951925446,0.760308607108598
0.2,0.312630019378624,1.06190058864789,0.926794241302883,0.941758163809444,0.924023643202701,0.944784380466404,1.01534167179617
0.4,0.349295977802857,0.997891543402302,1.29418617664953,1.39555428949611,1.31946356111677,1.30375819373042,1.3350237014968
0.6,0.664680582282465,1.02983660697885,0.52877233674931,0.554523694973549,0.542078518075496,0.535304044805432,0.513211534440385
0.8,0.821283096441991,1.09908883760271,0.872865355812006,1.04459240320194,0.966291526436005,0.919729537272733,0.853563595833909
0,0.0430242170407134,1.13322759837956,0.857841110764437,0.84818740140374,0.859723142317522,0.85040334867622,0.903853123752062
0.2,0.0382874230182906,1.0182040319799,1.0118764935189,1.14731498805464,1.05767173657865,1.05314381425687,1.11829913853573
0.4,0.298768202677372,0.975963034447881,0.659018877954851,0.661873268968078,0.650020542313881,0.637011233572402,0.696383333993364
0.6,0.709899043724709,1.19124850806164,0.608846469495341,0.591839015929694,0.588772959409122,0.585863827897876,0.49301149500602
0.8,0.865343595056093,1.05499652961179,0.825808939698349,0.835742211226418,0.819337092952223,0.865421498565412,0.809177845601276
0,0,1.06539094453085,0.485595558127863,0.500477111476884,0.504821128522653,0.520542317790704,0.526936488114754
0.2,0.0414748809505921,1.01149237185921,0.697686194926489,0.673858567122469,0.704729129362033,0.710545077284047,0.687178669446775
0.4,0.427890454550733,1.09143958205678,0.557991568611092,0.637184901094118,0.594728454718832,0.602134695473807,0.642257702817494
0.6,0.515301447600422,0.978551759830459,0.698640193414696,0.721551698600421,0.682751287740388,0.740357108070516,0.618601644854709
0.8,0.832888674442679,1.01138422118653,0.907582580661568,0.906060967061847,0.927579004823096,0.996038231350276,0.912227146899372
0,0,1.06420029040316,0.662152708666023,0.642908194805691,0.658164366253278,0.703429440960052,0.803733768227959
0.2,0.091137863579747,1.02535116591957,0.703303607642962,0.808235448118513,0.738199241849992,0.735806744460233,0.587426476073379
0.4,0.268863592027248,0.974667439827447,0.596703618698774,0.606553451379253,0.611135719943783,0.655194489542756,0.586820388462955
0.6,0.56144507656874,0.98887942450681,0.818213203456151,0.841517411834766,0.820365727237687,0.828657541958794,0.852691727328426
0.8,0.622870600939488,0.726587332231228,0.615755986009546,0.58813040756288,0.614925235918543,0.736220493532072,0.703730621704612
0,0.00565265102911898,1.08891595640609,0.571277982007941,0.610779769360414,0.567218612810648,0.549872214323576,0.471757525267891
0.2,0.101886638600204,1.04639388985844,0.518299883693015,0.593092805028379,0.543391418609056,0.531039829938812,0.45465082890522
0.4,0.304520132484505,0.924868787511031,0.656907639677402,0.706164058825996,0.674225494993077,0.679254273846899,0.683538930458362
0.6,0.514930215560932,0.990779106871889,0.590397158880847,0.552875880527858,0.579005334016259,0.664849362887813,0.625200083049668
0.8,0.795246123469882,0.921921062969847,0.888995838531294,0.981899973104616,0.965188516694394,0.92813163283627,0.975509504780776
0,0.00806289600305975,1.00849720262304,0.878547422586476,0.942217308495928,0.897847693737224,0.899837567974225,0.949979801400887
0.2,0.158658206961997,1.02539352763032,0.800553704491466,0.806255018469725,0.800850511510548,0.809196473336757,0.803984408681428
0.4,0.494668179458512,1.17695945585894,0.982313237209618,1.0388271644435,0.954707374054363,0.955263181076674,1.03705657433888
0.6,0.750240176872086,1.30978479536167,0.765765694094307,0.781967577881741,0.764022629175387,0.751952283246689,0.794746175452818
0.8,0.838361853189106,1.11976568427821,0.461902781229804,0.445867376133049,0.445366099298083,0.520258929238783,0.44135348175789
0,0.0260339433722382,0.906224664556934,0.475934881924133,0.504108617553446,0.476354290239652,0.47152081956454,0.469790169797793
0.2,0,0.902069825088413,0.586399496206915,0.560558807777333,0.574181980253232,0.610233808858303,0.556489631802747
