GroupLasso,MrRCE,OLS,Ridge,rho
3.0928652850934855,3.1390522418832383,3.0796113242076846,3.4988385859113302,0.0
1.469778718638684,1.6650069267829892,1.5439538337513785,1.5168840083595778,0.2
3.020587033655196,2.046410033330444,3.442942004393659,3.0014498026386103,0.4
2.526953467833604,2.431428847934658,2.9999381931608355,2.5596472467856763,0.6000000000000001
3.7322378379842815,3.337332199982137,4.883685564600385,3.9201630770923908,0.8
2.7168555571440485,3.4108225461068082,3.173245775992661,2.7258567837440597,0.0
2.586424193004481,2.2542057178717885,2.5612966354994855,2.315573175974635,0.2
2.8265556749768606,2.4633381253050213,3.4322957655306396,2.661241716527757,0.4
2.904093889435461,2.260931843706824,3.4071452559911326,2.746656681290059,0.6000000000000001
3.5929785293928305,3.12646744774169,4.058928825685427,3.3030588960018368,0.8
2.2681132447069494,2.362067099969117,2.2340310041443576,2.0323268025529027,0.0
3.864350983991443,3.8720464108470427,4.630257395657255,4.3964875745154774,0.2
2.528221628724801,2.17322768545964,2.6429743390087532,2.4930714524974285,0.4
2.159253523302987,1.6548801083570015,4.487206228982169,2.6347637068356606,0.6000000000000001
2.578640271962326,2.278667898917255,2.888466001688553,2.7148260721465216,0.8
3.0609068438039717,3.537249300575865,2.9608071423086546,3.1536413144937923,0.0
5.4237394438815,4.187091102005548,6.72311732866732,5.155598830884102,0.2
2.3774247236491557,2.250401278154776,2.705314680921,2.2294474637091644,0.4
1.5219062034946669,1.6886502128488572,1.8327159637866077,1.4844116122372606,0.6000000000000001
2.4795709828678696,1.9903598021247477,2.809778080313831,2.497885794090129,0.8
3.007896315933565,2.9202909103453374,3.523725972319985,2.8141189304007455,0.0
3.1355558483125217,2.3214536170548947,3.7362126440121033,3.0897117926959448,0.2
5.517710800214984,5.449611358606143,6.855314710347387,5.831391458115966,0.4
3.2454093306974894,2.7915865943049,4.775959904922643,2.952194566395294,0.6000000000000001
3.419677830008734,2.787448027932716,4.474842974474942,3.659836850309347,0.8
2.9787005068965495,1.702897981117514,4.109653898167321,3.763242222041002,0.0
2.279869152956316,1.714470516323668,2.3306654890547907,2.3345588636784664,0.2
6.083429633799429,4.882225042196799,7.385353336503767,6.208166332707408,0.4
3.0125535842902984,2.5049449817379443,3.2108271258527696,3.095751697313287,0.6000000000000001
1.9346923680444448,1.1951586728807935,2.4152434423553,1.9257941397777616,0.8
3.0231846798731308,3.009738884691251,2.895017043635039,2.7743248287088527,0.0
2.8229027441667784,2.4708836431526624,2.6585782903572404,2.631174896698156,0.2
2.683521174195662,1.8508441623780845,2.949369077124793,2.4514428625617426,0.4
3.918208986655462,3.311717424305154,3.277554745702817,3.3855480466798378,0.6000000000000001
3.7222587174703254,3.481325060138149,4.536510047093446,3.8054068092200604,0.8
2.4673161255675278,3.5294819711163843,3.0596401555993076,2.514778583121907,0.0
2.664602141781841,2.6465376661409215,2.581999453906603,2.438246782909836,0.2
4.699351342981457,3.144471579628521,5.112355944746493,4.92201425180033,0.4
3.9309003018215276,2.665391194817678,4.7771042437108235,3.592847229200423,0.6000000000000001
3.5149799907730586,2.5297680344860263,4.612234911317093,3.7545797084716117,0.8
2.9795664138838553,1.9533475381360108,3.5670521197792557,3.405086246803761,0.0
2.1565401260972354,2.2843938758873508,2.6408098985521375,2.20429337164105,0.2
2.1925119992036333,1.014377933509057,1.665130071320684,1.6270782569929356,0.4
2.674950101721398,2.1361334633969156,2.9677704943236365,2.666760851268306,0.6000000000000001
2.2110621456388757,2.0033041566967933,2.370290181702342,2.2906636536984313,0.8
4.540374944611841,3.9734304772636215,7.471308155663534,5.177222837873212,0.0
2.5786021555083383,2.7121541928891784,2.163853461476429,2.2923730865306897,0.2
2.3868991203227856,2.1900841935122717,2.948898708617671,2.546988733752265,0.4
3.057406774111166,2.446102425678419,3.057763882308236,2.99356267783801,0.6000000000000001
2.9425798689591827,2.5426475340447414,4.40206382555203,3.0441897342407507,0.8
2.5173630170246666,1.705408206134615,2.326640669662566,2.0506837223943535,0.0
2.241990863026192,2.211031706235783,2.6864404981343615,2.206198687824066,0.2
2.2397259643598915,1.6542584657403854,2.166196136527497,2.1249287403025363,0.4
3.7045277753056616,2.7156651472794433,4.5424922696202135,3.8902272668954256,0.6000000000000001
2.688381725080913,1.9665726341341698,2.412875422837339,2.2360115217508647,0.8
3.2219331712771857,3.4160916609333363,4.174292450472905,3.246572617460201,0.0
3.321369130138882,3.050663263026599,3.6862145937215183,3.3477662998596713,0.2
2.0045619676695785,1.7919685260502674,2.4646050217747155,1.9341319498039518,0.4
4.0982482877728215,2.8032440733105446,4.733821252280264,4.14412923374598,0.6000000000000001
3.8969268706530125,3.36864917815379,4.828371995725127,3.8936988977699087,0.8
3.7086107792659293,2.609749071726696,3.6484531458349307,3.3725555197933397,0.0
3.0117765847611873,2.3712397415773445,3.531443893096164,3.02314412128579,0.2
3.4148094520462404,3.25264051359658,3.7745640070516684,3.6432669936152813,0.4
2.2877390287276125,1.5000577657066791,2.9907039467329453,2.2055337056528512,0.6000000000000001
2.683751655561716,2.336393400396879,3.4046104801398576,2.8813044259833003,0.8
2.7401012043870487,3.6169619667635255,2.91832949773772,2.6630107406362953,0.0
2.4226437028744794,2.294232094017845,2.44014091934712,2.486273537333671,0.2
3.1004303430374662,2.525573095547037,3.7191634124601753,2.996452465178831,0.4
1.7848914784836696,1.2891265912791812,2.0584864849823754,1.7218638025522897,0.6000000000000001
2.413478821662996,1.8972165508562018,2.301778404423602,2.3047250218365782,0.8
4.162114086898191,2.5508172188349922,5.357037190770126,4.056950063997034,0.0
2.8474986733273258,2.5754096491996505,3.7227758523575,3.153075999780015,0.2
3.9812802973990085,3.4695241724078882,4.652989946523052,3.740373114957535,0.4
3.429606138941523,3.1737494259980554,3.4751851014136332,3.7244944025493174,0.6000000000000001
3.941217986970621,3.2364918698037037,4.186262683081795,3.997630167396978,0.8
2.804380880415227,2.5414347281523106,3.61797515007562,2.9051397643005616,0.0
2.1267920797721906,1.7576334491086663,2.092316976349396,2.157765761319947,0.2
2.72965457329547,2.466530148374406,2.857031600544655,2.7298634187639843,0.4
3.531563025407013,2.3088972150670726,6.106402049458281,3.4625634351575036,0.6000000000000001
2.0943494097978403,1.963819743210497,3.44462312325218,2.6543954521893927,0.8
2.693329121064071,2.085463773175437,4.04443600680037,2.583079635530539,0.0
4.079180404086914,3.5345805568032462,4.323305127894595,4.10496019584868,0.2
3.796525774369818,3.2576039488932294,3.988572066256301,3.968607370969762,0.4
5.093246960608326,4.216127810656413,6.531288627184786,5.297553801463415,0.6000000000000001
2.4025134822878336,2.1481828367503333,3.295059612068817,2.622552552479175,0.8
3.6862929456497344,3.031852859979431,4.289558661432151,3.7099096646176672,0.0
2.5318555568923253,2.365614271778066,2.6043268219896953,2.3871382172099254,0.2
2.2079686334029875,2.249795551258954,2.290108076421789,2.1208123864479154,0.4
2.693651623350892,2.150810195006352,2.4541296797580414,2.6948840883230973,0.6000000000000001
2.61180760362224,1.7845162950648268,2.6927558861128924,2.4912204047306363,0.8
3.181016629450337,2.483878647517815,3.547793253793622,3.0178010655983605,0.0
3.12149514168918,2.620562562599731,3.613460393337636,3.486814530287221,0.2
3.081350882950144,2.717536583491477,2.9815174483891544,2.9006941018676224,0.4
2.6921232845313403,2.891412780355413,3.1567692491757504,2.4925403446721495,0.6000000000000001
5.436332805621403,4.210451955955502,6.435290066811588,6.169186282659231,0.8
3.194655842039304,2.4657377238474147,3.1170549771523044,2.873287283935887,0.0
3.811731079063054,2.8181718145612233,4.145491258474238,3.4253850170227014,0.2
3.20910479922401,2.875957550556243,3.729653198282278,3.160108908460393,0.4
5.263053667121285,3.889439043427734,5.3736928211634964,4.829389558558929,0.6000000000000001
2.5420346282920567,2.393164560900539,3.2594595772785597,2.7311033471859627,0.8
2.8439571730825017,2.4958509789411583,3.4539344086933865,2.7290887563145363,0.0
3.6731968578175644,3.2059519092298956,4.371111288589505,3.6411822232255293,0.2
2.7984905478815767,2.9635037833600983,3.8309913383628977,2.882413350677574,0.4
2.0749162435876736,1.7453169157981685,2.1633795019677313,1.9428829110465553,0.6000000000000001
2.4696925433076005,2.0451599048109244,2.9462425611821583,2.4673058680755475,0.8
1.6963469293324753,1.7234012575965454,1.6470857562352283,1.6905433933308327,0.0
3.4755684079059597,2.7674788804080066,4.54147800471206,3.636018347076569,0.2
3.6088328358110844,3.3916722668678574,3.520514943862118,3.3580351588030397,0.4
3.2854137374236347,2.171784314410494,2.2228230355708205,2.6226519026295123,0.6000000000000001
2.9885193806966264,2.0077548784048735,3.357837206965174,2.9254847924463436,0.8
2.0428090874572407,1.9883505982024559,2.2356027087309567,1.976897840116977,0.0
2.757650164295015,2.9955647953170925,2.9076735878429423,2.677811975040335,0.2
3.6259553164142635,2.803408583719396,5.289857475550159,3.634267444835721,0.4
2.915934303747618,2.0867660084074764,3.1987728074811974,2.706826901329601,0.6000000000000001
3.718489390221101,2.919899977843027,4.345087917703069,3.6930582760897224,0.8
2.6958018700466155,2.6992523448839565,2.8176704943253656,2.6533036349350736,0.0
3.8063127639634535,3.591218306374759,4.745597623341051,3.744245080143462,0.2
2.8986228044623825,2.6537811975069436,3.796318575744681,2.8796694147739297,0.4
1.8533883810775444,1.595670794105342,2.1939991225869937,2.0217011971194414,0.6000000000000001
3.3268465834248966,2.5328850208456957,3.6020062801027235,3.2590625119386667,0.8
5.214416728442404,4.05154011714885,3.5757266717524705,3.350384672402272,0.0
5.235942772214095,3.1503719229504807,3.105563284532272,3.2231293795594875,0.2
2.494751540041971,2.4308407096770193,2.5234946119536112,2.398049711937766,0.4
3.056155090993503,2.4839459358773937,2.8068478442701075,3.0077196142487606,0.6000000000000001
1.9246480053613861,1.507827330470747,2.1664590295323705,2.011318855289174,0.8
3.0506586223467655,2.7200762328736596,3.2340774400931624,3.0195000588294074,0.0
3.785085769023018,3.0768425139840936,3.959093578205141,3.4789419524044174,0.2
3.19178012599526,2.5424136126577497,2.507310750857167,2.62252302244836,0.4
3.6952725119061407,3.1955425740921894,3.8608237094831175,3.8138115155330774,0.6000000000000001
3.9096973232616343,2.3007782219138786,4.285357205889846,3.455957648342023,0.8
3.224916611637965,2.9013681818093087,2.884903319780622,2.840961346259745,0.0
3.0974589397287344,2.7261332616922784,3.477259283391456,3.1130291774917622,0.2
2.552544289883018,2.4308601778886247,2.9876162518575438,2.64212376682268,0.4
2.4122097288788167,1.805123367775713,2.7780011624100074,2.395021169888504,0.6000000000000001
2.6430977846425345,2.327136949341133,4.224013896045485,3.0998774871213106,0.8
1.8433907986034714,1.54945646599132,2.319341014894737,1.7277430809092087,0.0
3.098641282607598,2.8460271505846952,3.1884408573928518,2.9220334171689686,0.2
4.766773450059861,3.676997489733907,5.0537890070126625,4.694907076678701,0.4
2.2861389516293977,2.0073830311531475,2.578378082740826,2.2232822953979627,0.6000000000000001
2.570618913008952,2.160533898707628,2.9726073568505487,2.638597543157494,0.8
3.1149311479270168,2.714899647917646,4.174256459109951,3.0295615274079433,0.0
2.971989236499157,2.6545901802159877,3.4319281012656844,2.8259856083942534,0.2
3.1718861782267216,2.86576613036178,3.7588210564444124,3.2974295199460686,0.4
2.582425960607423,1.7857265369563413,2.696657669926772,2.3213085037904233,0.6000000000000001
3.8245457318046308,2.641772565962837,3.228967118424766,3.521294140370265,0.8
2.9018716095129244,2.949584015190154,3.0732803779815416,2.7368342408309805,0.0
2.3928500607447587,2.361881495448566,2.8643071774198985,2.4251330404596505,0.2
3.8613747911312304,3.534862672253373,4.494436571998342,3.8813103395391124,0.4
