GroupLasso,MrRCE,OLS,Ridge,rho
2.938469845777067,2.655116949851773,3.432761316865444,3.2992101654510266,0.0
2.2109098174516624,2.1998962081838678,2.2787950605636054,2.1970869760724705,0.2
2.7889462927777755,1.7954534541330203,2.103603448424259,2.1848684713708018,0.4
2.280006846093341,1.6786867594376151,2.7348772918573734,2.308630137345073,0.6000000000000001
2.4673939443752206,1.936674687095719,4.348249913524229,3.245854644886853,0.8
3.7669591054215537,2.715163721669496,3.0865293725365834,2.939904667574076,0.0
2.803041206432571,2.1702623267730257,2.997085383228411,2.3610237662323934,0.2
1.809408279146222,1.439900165548452,1.928431754382929,1.7566208232852862,0.4
2.7949579223716836,1.9684847406317045,3.0336749023639067,2.968162973723382,0.6000000000000001
2.555119875690071,1.540223484110966,3.2896620976887236,2.721434658237036,0.8
3.00913450120991,4.0281685712647,3.4266764465557746,3.3567577644971722,0.0
3.1949877099837654,1.4730010900463424,5.443699477286919,4.233986775423349,0.2
2.768538313668028,1.9789526986620938,2.2438249210870245,2.2116166365736714,0.4
2.8135606436298843,2.066970922213407,3.902094312630791,3.148313439823399,0.6000000000000001
2.586609466083222,1.5376580890772005,2.9636704017736606,2.7127758467950835,0.8
4.23497976394369,2.862481482180829,4.782488048835029,4.120107574142418,0.0
2.3500179019502503,1.3369330923565281,1.8392961139957449,1.6570908681008538,0.2
3.7985348589663483,3.0004052146428624,4.711420468764536,3.6817768683580114,0.4
2.3262452799863813,1.3070530333195762,2.9294801966160655,2.2918901852915665,0.6000000000000001
3.1153162640519905,1.9064441814533923,3.6597022176370624,3.021368593780909,0.8
4.729312508202436,5.272205093535501,5.143604998378846,4.705468884147683,0.0
2.7049201844251805,2.1703755457912575,2.4821293025037896,2.360342969562365,0.2
3.9995408298739545,2.6289787070357846,3.9236551992240374,3.4900089061232933,0.4
3.1747332202249785,1.6217687901844504,4.536412230384259,3.266807942773666,0.6000000000000001
1.7898669120717416,1.213317552213959,2.1944592546897796,2.062974300691084,0.8
2.728838747554201,2.641512395869948,3.181201372172098,2.7107234098501305,0.0
2.005940194940168,1.305718456924066,4.896966168714982,2.8795896589990972,0.2
1.9872247091694182,1.5910584246691668,2.458694499175525,1.898460533837027,0.4
1.5149879746123993,1.3257277209653064,1.8798980023930554,1.6744801249944383,0.6000000000000001
2.89079634246161,1.4855643993840209,2.950583762096886,2.873162335698144,0.8
2.4933305999945894,1.971638192457816,2.1970442461731796,2.4561413910045955,0.0
6.651575274652509,3.642727671934176,7.846758220411263,6.122127839509252,0.2
5.519258113475381,3.4125339817967304,6.089202093455601,5.6482615557263705,0.4
2.9058376107921777,2.0103530005086956,3.164483021791934,2.75846641871348,0.6000000000000001
1.7336320813025419,1.1353633472214808,2.4482384419451373,1.9160238330743078,0.8
4.195833124232879,2.5444482141498312,5.669832411953902,4.457349319511647,0.0
3.664092489272756,1.9815240921954271,3.063452896779489,2.6370968772139403,0.2
2.208574123226071,1.957770607660858,2.5499241555927115,2.115059966144797,0.4
1.306817546121768,1.0356830389060692,1.8721758963500166,1.486838210418112,0.6000000000000001
2.5221730750865845,1.6523300051978442,2.6718780022754887,2.6555206899012544,0.8
3.7867899225620403,2.8574347598649426,4.931945356169963,4.05982095358078,0.0
5.473513651352507,3.6407268466419693,5.994847408365385,5.332970664511132,0.2
2.5484072826397646,1.3112270319876347,3.4402234072657194,2.5744219506013932,0.4
4.135733988819979,2.226478146221922,4.268228753775244,3.977454330004966,0.6000000000000001
1.8320021835183316,1.4078067127661367,2.453839126219326,2.2496126065559894,0.8
2.0526477675816097,2.186209773612765,2.1728831541841265,2.0498020882319765,0.0
6.431585478796991,4.623676550818398,9.240671380534035,7.2184862512733465,0.2
2.8297653470466466,1.5307525580168317,1.760398796985106,2.0678486360564183,0.4
3.279252281063211,2.31708356534644,3.824260604306012,2.965695263400839,0.6000000000000001
2.9273758790221005,1.8386443392659328,6.603192550631633,4.463973856436033,0.8
1.5839701760365843,1.206859933202459,2.0251101793004964,1.7033319774603375,0.0
2.479573499594674,2.3529709718216902,2.501072235162132,2.3590969783926012,0.2
2.7394111958584553,2.1142845628096794,3.350450750946199,2.6793372096445145,0.4
2.0930395171242355,1.344618753364739,2.403893091269652,2.2325117117148796,0.6000000000000001
1.8778762855238478,1.1118663454553437,1.4562579982759318,1.5484780112235956,0.8
4.878845059102599,2.9600122414892085,5.419499907335303,4.900699233889667,0.0
2.025847228875854,1.5683236076971423,2.1878653848400007,1.869993914005127,0.2
3.167018719523713,1.5563639114954952,4.586519433663569,3.2065626453219567,0.4
1.5420365707972006,1.5172753750906978,1.576919383992467,1.3925271620259914,0.6000000000000001
1.9125889799840654,0.7470351420991287,2.6886448325298242,2.18845304565928,0.8
4.1554493109840465,1.6044799412612414,6.35023130232185,3.0728252468190758,0.0
2.0048541090925056,1.3345801253131035,2.2156283942934407,2.0607651995552336,0.2
2.2436483339873288,1.2568801030515526,1.6503560538610578,1.6294142508850986,0.4
3.564678590932405,2.018013142365234,4.337754185049491,3.6225614233006893,0.6000000000000001
3.142373754723913,2.2187897562025256,3.6041648060366516,3.068165572199462,0.8
2.2384783650112237,1.6133823324690821,2.7473193333530332,2.280085904206841,0.0
2.145809357313508,1.0318949564386304,2.977180102181594,2.340816675092505,0.2
2.1011364088324456,1.409653922909392,1.6524761252384013,1.667305568688399,0.4
4.87236828625172,2.387492050569633,10.451479167694604,7.1074465295941405,0.6000000000000001
1.9900469145129336,1.125277349716216,1.8278183976485336,1.9563232151805892,0.8
2.797770795884995,2.238298198246085,1.4275238769268164,1.914892105977422,0.0
2.9134004183661113,2.296731576511474,3.277711648437738,3.06375104774212,0.2
4.068668321873048,3.5091695674350487,4.092131591251872,4.02144398404992,0.4
4.828818007257496,3.9361354145222633,5.400377599926234,5.220053439244101,0.6000000000000001
3.189433965363615,2.247149082316515,4.23431454796769,3.5570062158919,0.8
2.8862652683565178,2.919239013101448,3.0642404420936042,2.675875368373034,0.0
6.591523485338058,4.355304328636834,7.029527941798033,6.7668208644117325,0.2
2.203370655460851,1.2413545343869579,2.4338148312906522,1.9546266495991078,0.4
3.5693919330509405,2.9285231912324567,4.945983144358855,4.137008787961346,0.6000000000000001
2.864562197514486,2.2722058755909456,2.8064477139434687,2.8202427955082374,0.8
1.9081027104616464,1.5658935992314047,2.022144404256983,1.964947935688533,0.0
